"","President","File","Term","Party","Date","Words","Win","type","links","urls","sentences","word.count","sent.id"
"1275","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Lawful.",1,205
"1276","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","By ending catch-and-release on the border, we will stop the cycle of human smuggling and violence.",16,206
"1277","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Illegal border crossings will go down.",6,207
"1278","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We will stop it.",4,208
"1279","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","It won't be happening very much anymore.",7,209
"1280","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Believe me.",2,210
"1281","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Peace will be restored.",4,211
"1282","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","By enforcing the rules for the millions who overstay their visas, our laws will finally receive the respect they deserve.",20,212
"1283","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Tonight, I want every American whose demands for immigration security have been denied – and every politician who has denied them – to listen very very closely to the words I am about to say.",33,213
"1284","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","On January 20th of 2017, the day I take the oath of office, Americans will finally wake up in a country where the laws of the United States are enforced.",29,214
"1285","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are going to be considerate and compassionate to everyone.",10,215
"1286","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","But my greatest compassion will be for our own struggling citizens.",11,216
"1287","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","U.",1,217
"1288","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","S.",1,218
"1289","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","A|",1,219
"1290","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","U.",1,220
"1291","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","S.",1,221
"1292","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","A|",1,222
"1293","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","U.",1,223
"1294","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","S.",1,224
"1295","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","A|",1,225
"1296","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My plan is the exact opposite of the radical and dangerous immigration policy of Hillary Clinton.",16,226
"1297","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Americans want relief from uncontrolled immigration.",6,227
"1298","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Communities want relief.",3,228
"1299","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Yet Hillary Clinton is proposing mass amnesty, mass immigration, and mass lawlessness.",12,229
"1300","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Her plan will overwhelm your schools and hospitals, further reduce your jobs and wages, and make it harder for recent immigrants to escape the tremendous cycle of poverty that they're going through right now and make it almost impossible to join the middle class.",44,230
"1301","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I have a different vision for our workers.",8,231
"1302","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","It begins with a new, fair trade policy that protects our jobs and stands up to countries that cheat, of which there are many.",24,232
"1303","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","It's been a signature message of my campaign from day one, and it will be a signature feature of my presidency from the moment I take the oath of office.",30,233
"1304","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I have made billions of dollars in business making deals – now I'm going to make our country rich again.",19,234
"1305","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Using the richest people in the world, which our country has, I am going to turn our bad trade agreements into great trade agreements.",24,235
"1306","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","America has lost nearly-one third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.",23,236
"1307","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Remember, it was Bill Clinton who signed NAFTA, one of the worst economic deals ever made by our country -- or, frankly, any other country.",24,237
"1308","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Never, ever again.",3,238
"1309","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I am going to bring our jobs back to Ohio and Pennsylvania and New York and Michigan and all of America – and I am not going to let companies move to other countries, firing their employees along the way, without consequences.",41,239
"1310","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Not going to happen anymore.",5,240
"1311","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My opponent, on the other hand, has supported virtually every trade agreement that has been destroying our middle class.",19,241
"1312","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She supported NAFTA, and she supported China's entrance into the World Trade Organization – another one of her husband's colossal mistakes and disasters.",22,242
"1313","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She supported the job killing trade deal with South Korea.",10,243
"1314","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She has supported the Trans-Pacific Partnership.",6,244
"1315","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","The TPP will not only destroy our manufacturing, but it will make America subject to the rulings of foreign governments.",20,245
"1316","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","And it's not going to happen.",6,246
"1317","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I pledge to never sign any trade agreement that hurts our workers, or that diminishes our freedom and independence.",19,247
"1318","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I will never, ever sign bad trade deals.",8,248
"1319","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","America fist, again!",3,249
"1320","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","America first!",2,250
"1321","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Instead, I will make individual deals with individual countries.",9,251
"1322","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","No longer will we enter into these massive transactions, with many countries, that are thousands of pages long – and which no one from our country even reads or understands.",29,252
"1323","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are going to enforce all trade violations against any country including through the use of taxes and tariffs, against any country that cheats.",24,253
"1324","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","This includes stopping China's outrageous theft of intellectual property, along with their illegal product dumping, and their devastating currency manipulation.",20,254
"1325","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","They are the greatest that ever came about;",8,255
"1326","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","they are the greatest currency manipulators ever!",7,256
"1327","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Our horrible trade agreements with China and many others, will be totally renegotiated.",13,257
"1328","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","That includes renegotiating NAFTA to get a much better deal for America – and we'll walk away if we don't get the deal that we want.",25,258
"1329","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are going to start building and making things again.",10,259
"1330","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Next comes the reform of our tax laws, regulations and energy rules.",12,260
"1331","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","While Hillary Clinton plans a massive -- and I mean massive -- tax increase, I have proposed the largest tax reduction of any candidate who has declared for the presidential race this year – Democrat or Republican.",34,261
"1332","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Middle-income Americans and businesses will experience profound relief, and taxes will be greatly simplified for everyone, and I mean everyone.",20,262
"1333","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","America is one of the highest-taxed nations in the world.",10,263
"1334","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Reducing taxes will cause new companies and new jobs to come roaring back into our country.",16,264
"1335","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Believe me, it will happen, and it will happen fast.",10,265
"1336","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Then we are going to deal with the issue of regulation, one of the greatest job-killers of them all.",19,266
"1337","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Excessive regulation is costing our country as much as $2 trillion a year, and we will end it very very quickly.",20,267
"1338","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are going to lift the restrictions on the production of American energy.",13,268
"1339","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","This will produce more than $20 trillion in job creating economic activity over the next four decades.",16,269
"1340","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My opponent, on the other hand, wants to put the great miners and steel workers of our country out of work and out of business – that will never happen with Donald Trump as President.",34,270
"1341","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Our steelworkers and our miners are going back to work again.",11,271
"1342","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","With these new economic policies, trillions of dollars will start flowing into our country.",14,272
"1343","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","This new wealth will improve the quality of life for all Americans – We will build the roads, highways, bridges, tunnels, airports, and the railways of tomorrow.",26,273
"1344","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","This, in turn, will create millions more jobs.",8,274
"1345","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We will rescue kids from failing schools by helping their parents send them to a safe school of their choice.",20,275
"1346","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My opponent would rather protect bureaucrats than serve American children.",10,276
"1347","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","And that's what she's doing, and that's what she's done.",10,277
"1348","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We will repeal and replace disastrous Obamacare.",7,278
"1349","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","You will be able to choose your own doctor again.",10,279
"1350","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","And we will fix TSA at the airports which is a total disaster!",13,280
"1351","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Thank you.",2,281
"1352","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Thank you.",2,282
"1353","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are going to work with all of our students who are drowning in debt to take the pressure off these young people just starting out their adult lives.",29,283
"1354","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We will completely rebuild our depleted military, and the countries that we protect, at a massive loss, will be asked to pay their fair share.",25,284
"1355","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We will take care of our great veterans like they have never been taken care of before.",17,285
"1356","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My just-released Ten Point Plan has received tremendous veteran support.",10,286
"1357","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We will guarantee those who serve this country will be able to visit the doctor or hospital of their choice without waiting five days in line and dying.",28,287
"1358","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My opponent dismissed the VA scandal as being not widespread – one more sign of how out of touch she really is.",21,288
"1359","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are going to ask every Department Head in government to provide a list of wasteful spending projects that we can eliminate in my first 100 days.",26,289
"1360","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","The politicians have talked about it, I'm going to do it.",11,290
"1361","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We are also going to appoint justices to the United States Supreme Court who will uphold our laws and our Constitution.",21,291
"1362","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","The replacement for our beloved Justice Scalia will be a person of similar views and judicial philosophies.",17,292
"1363","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Very important.",2,293
"1364","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","This will be one of the most important issues decided by this election.",13,294
"1365","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My opponent wants to essentially abolish the 2nd amendment.",9,295
"1366","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I, on the other hand, received the early and strong endorsement of the National Rifle Association and will protect the right of all Americans to keep their families safe.",29,296
"1367","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","At this moment, I would like to thank the evangelical and religious community because I'll tell you what, the support they have given me, and I'm not sure I totally deserve it has been so amazing and has had such a big reason for me being here tonight.",48,297
"1368","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","So true.",2,298
"1369","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","They have so much to contribute to our politics, yet our laws prevent you from speaking your minds from your own pulpits.",22,299
"1370","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","An amendment, pushed by Lyndon Johnson, many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",26,300
"1371","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Their voice has been taken away.",6,301
"1372","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I am going to work very hard to repeal that language and protect free speech for all Americans.",18,302
"1373","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We can accomplish these great things, and so much else – all we need to do is start believing in ourselves and in our country again.",25,303
"1374","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Start believing.",2,304
"1375","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","It is time to show the whole world that America Is Back – bigger, and better and stronger than ever before.",20,305
"1376","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","In this journey, I'm so lucky to have at my side my wife Melania and my wonderful children, Don, Ivanka, Eric, Tiffany, and Barron: you will always be my greatest source of pride and joy.",35,306
"1377","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","And by the way, Melania and Ivanka -- did they do a job?",12,307
"1378","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","My Dad, Fred Trump, was the smartest and hardest working man I ever knew.",14,308
"1379","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I wonder sometimes what he'd say if he were here to see this and to see me tonight.",18,309
"1380","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","It's because of him that I learned, from my youngest age, to respect the dignity of work and the dignity of working people.",23,310
"1381","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","He was a guy most comfortable in the company of bricklayers, carpenters, and electricians and I have a lot of that in me also.",24,311
"1382","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I love those people.",4,312
"1383","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Then there's my mother, Mary.",5,313
"1384","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She was strong, but also warm and fair-minded.",8,314
"1385","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She was a truly great mother.",6,315
"1386","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She was also one of the most honest and charitable people I have ever known, and a great judge of character.",21,316
"1387","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","She could pick 'em out from anywhere.",7,317
"1388","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","To my sisters Mary Anne and Elizabeth, my brother Robert and my late brother Fred, I will always give you my love you are most special to me.",28,318
"1389","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","I have loved my life in business.",7,319
"1390","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","But now, my sole and exclusive mission is to go to work for our country – to go to work for all of you.",23,320
"1391","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","It's time to deliver a victory for the American people.",10,321
"1392","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","We don't win anymore, but we are going to start winning again.",12,322
"1393","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","But to do that, we must break free from the petty politics of the past.",15,323
"1394","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","America is a nation of believers, dreamers, and strivers that is being led by a group of censors, critics, and cynics.",21,324
"1395","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Remember: All of the people telling you that you can't have the country you want, are the same people that wouldn't stand -- I mean, they said Trump doesn't have a chance of being here tonight.",35,325
"1396","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Not a chance!",3,326
"1397","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","The same people.",3,327
"1398","Donald J. Trump","DonaldJTrump",1,"Republican",NA,"5092","Yes","nomin","Donald J. Trump","http://www.presidency.ucsb.edu/ws/index.php?pid=117935","Oh, we love defeating those people, don't we?",8,328
